"","Token_ID","Year","Corpora","Source","Context","Code","tokenType"
"302",302,2012,"FIC","Bk:SevenPrinces","  a single point in the style of Shar Dni. He wore his dark hair short, and he brushed it back from his forehead, running a handful of lamb","S","short"
"303",303,1997,"MAG","MensHealth","  education at Temple University in Philadelphia. # To do it, go for a short, easy run, and do a head-to-toe checklist of each part of your body","B","short"
"304",304,2015,"MAG","America","  be at home in the pages of Charlie Hebdo--minus the irony and satire. In short, first- and second-generation Catholics viewed their political opponents as upper-class hypocrites, happy to","T","short"
"305",305,2001,"SPOK","NBC_Today","  , or unemployment insurance, making sure that they get back on their feet in short order. LAUER: Are these things coordinated? I mean, we talk about","T","short"
"306",306,1991,"MAG","AccentLiving","  He is still restricted to his wheelchair, but he has become, in a short period of time, relatively independent. Sophie keeps her anger nondestructive by making sure","T","short"
"307",307,2001,"MAG","MilitaryHist",", Africa and Cyprus. Shipping and aircraft needed for a major operation were in short supply. On August 2, an emergency mobilization proclamation for 25,000 men had been","O","short"
"308",308,1996,"MAG","MotherEarth","  for the Japanese and domestic sushi markets, and pay for your oceanside retreat in short order with seaweed that's free for the picking. Begin to look at each","T","short"
"309",309,2011,"FIC","Bk:HisUnexpectedly","  I figure we should introduce ourselves. "" She held out a slim hand with short, unpainted nails and several unusual rings. "" Jenna Fallon. "" "" Mark","S","short"
"310",310,2000,"SPOK","ABC_GMA","  prayed that there was a way in which this thing could have been worked out short of the enforcement action that she very reluctantly had to order. FORD: All","O","short"
"311",311,2012,"MAG","PopMech","  vehicle's length has a huge effect on drag. And counter ­ intuitively, short cars have higher drag than longer ones. # "" The Spark's short length","S","short"
"312",312,1991,"MAG","Forbes","who just happens to be under contract to represent. Landmark Land. # In short, the entire decision-making process for the 1991 Ryder Cup could be called crass,","T","short"
"313",313,1991,"MAG","Horticulture","  and quickly or risk plunging knee-deep into the bog like moose. Here and there short, stunted tamaracks stick up among thickets of other acid-loving plants -- dwarf huckleberry,","S","short"
"314",314,1998,"MAG","SportingNews","forwardgoing opportunities was the 8,000pound gorilla that Fox Sports Net has become in two very short years. Where once ESPN was an impenetrable national cable outlet for sports programming,","T","short"
"315",315,2000,"MAG","AmSpect","  arrest, kidnapping, intimidation, criminal assault, violation of civil rights, in short anything lawyers can come up with to advance their clients' interests. Larry Vance","T","short"
"316",316,2009,"SPOK","ABC_20/20","minutes. JIM-AVILA-1-ABC-N# (Voiceover) And what about Ciavarella's claim that his trials were so short because he looked at the intake people's reports first and followed their lead?","T","short"
"317",317,1997,"MAG","Essence","  of Love), for instance, scored the music for Dianne Houston's Oscar-nominated short Tuesday Morning Ride. Although she received a degree in psychobiology from Stanford University at","F","short"
"318",318,1991,"SPOK","ABC_Primetime","  slowly pushes the heel of the shoe back in, giving the illusion that the short leg has grown. Rev. GRANT: There it is! In the name of","S","short"
"319",319,1992,"MAG","AmSpect","  Escapist reading by the best modern crime fiction writer in the universe. # The short stories of T. Coraghessan Boyle, a wonderfully evocative, obscure modern author. ROBERT","F","short"
"320",320,1994,"FIC","HarpersMag","# Thom Jones is the author of The Pugilist at Rest, a collection of short stories that was a finalist for the 1993 National Book Award. His last story","F","short"
"321",321,2001,"FIC","Mov:JurassicPark3","  do is, they finally end up with a friendly hug. They keep it short. Grant gets in his car. Starts the ENGINE. He's about to","T","short"
"322",322,2017,"SPOK","Fox: Your World: Cavuto","  Yes, it is a bit of a cacophony of chaos, because tempers are short. Just saw an accident up there. People are cutting in line. People","T","short"
"323",323,2006,"FIC","NewYorker","  sister picked up and said that a rehabilitation therapist had just taken Mom for a short walk down the hall. When she got back, I told her, ""","B","short"
"324",324,1997,"MAG","AmSpect","  strong candidate for a grant. It had been up and running for just a short time and had almost no track record. "" One reviewer indicated that it was","T","short"
"325",325,1994,"FIC","Bk:ScandalInFairHaven","  leave some other woman's sweater there and why would Craig? "" He stopped short. "" Oh, Christ. You mean it belonged to some other woman and","S","short"
"326",326,2017,"FIC","Bk:LastSceneUnderground","  back and forth, back and forth, wool on slate in rhythm with her short, tight staccato breaths and Leili's fingernail scraping intently at a speck of gum","T","short"
"327",327,1993,"MAG","Inc.","  of daily work. Bring some toys to the office, get out for a short walk, listen to some favorite music, take the time to eat a good","B","short"
"328",328,1994,"FIC","Bk:ScandalInFairHaven","  the young person responsible. Perhaps forever... "" Forever would be too short. "" Gina's voice cut through his banali-ties. "" This was not a","T","short"
"329",329,2015,"FIC","Bk:Vienna","  black T-shirt looked painted on his surfer boy frame. His wavy brown hair cropped short. He smiled behind Oakley wraps. Paint him white and snap off his arms","S","short"
"330",330,1992,"FIC","Bk:FalseProfits","  asked me. "" The long or short version? "" I asked. "" Short, "" Mitch said. I explained about Don Drysdale, my busted elbow,","T","short"
"331",331,1993,"MAG","Skiing","  as a steamrolled goober-mecca, hidden amidst the easy intermediate trails are a pair of short expert runs, Gambler and Aces and Eights. Both were ungroomed and untracked and","B","short"
"332",332,1996,"FIC","Bk:DeepEndOcean","  . You know, Reese, it doesn't mean you're going to be short all your life, either. "" "" What they were saying was, I","S","short"
"333",333,2008,"MAG","MotherEarth","  I chuckle because our Guinea hogs remind me of very large piggy banks with their short legs, thick bodies and practically nonexistent necks. But, these piggy banks are","S","short"
"334",334,2006,"MAG","WashMonth","  (think John McCain) compete to associate themselves with. Instead -- like the short, unathletic kid who wins a place on the high-school basketball team by hustling,","S","short"
"335",335,2012,"MAG","PopScience","  have isolated the brains of dogs, cats and monkeys and kept them alive for short periods in one way or another. But the most successful "" whole-brain preparation ""","T","short"
"336",336,2002,"MAG","MilitaryHist","  and equipment were lacking, food was scarce, and even drinking water was in short supply. Napoleon's men were better clothed, fed and supplied. And with","O","short"
"337",337,2009,"SPOK","NPR_FreshAir","  , but is glaring today; a lot of the talent was substandard. In short, Woodstock substituted quantity for quality, on the basis of what we can hear","T","short"
"338",338,1997,"MAG","Money","  in five years, but her pension will barely pay for her groceries. In short, she's going broke. I want her to use her cash to pay","T","short"
"339",339,2011,"FIC","Bk:Hellbent","  pit of alligators and began to squeeze his way across the room, doing everything short of removing a hankie from a pocket to cover his mouth and nose -- mostly","O","short"
"340",340,2014,"SPOK","PBS: PBS Newshour","  to the corral where the BLM had rounded up their cattle, and after a short and brief negotiation and standoff, the BLM decided to release several hundred cows back","T","short"
"341",341,2008,"FIC","Bk:DistantMagic","  out. "" Rude! "" // "" The creature speaks English, "" the short man said with amazement. "" His accent is abominable, but he's fluent","S","short"
"342",342,1993,"MAG","Ms","  for referees. Through Allen, the WSF explained the law to Stamps. In short order, he reinstated the team, which eventually placed in a regional tournament.","T","short"
"343",343,1991,"SPOK","ABC_20/20","  pale yellow uniforms to identify them. The patients are called "" dings, "" short for "" dingalings, "" by the other inmates. We spent most of our","B","short"
"344",344,2007,"FIC","WomensStudies","  would always disappoint-this would serve as a reliable mantra. He couldn't help falling short. His emotional stamina was lacking. That was what she had learned from being","O","short"
"345",345,1995,"SPOK","PBS_Newshour","  can begin to see it. Ten years in the time of history is a short period of time, but if the debate produces more of the same, you","T","short"
"346",346,2016,"SPOK","NPR: Fresh Air","  more complex. Jails hold primarily two groups of people, those who are serving short sentences, usually a year or less - some places it's longer - and","T","short"
"347",347,2015,"SPOK","NPR: Fresh Air","  David Letterman "" until last night's finale. We'll be back after a short break. This is FRESH AIR. TERRY-GROSS# If you're just joining us,","T","short"
"348",348,2013,"MAG","NaturalHist","for sexual display. 4126729 was unable to fly; with its bare legs and short toe claws, it was likely adapted to life as a flight less ground dweller","S","short"
"349",349,2014,"FIC","Bk:MansHeart","  of customers dotted the diner, and the chicken-potpie order was up within a few short minutes. The reader, with his nose buried between the pages of his book","T","short"
"350",350,1994,"MAG","ConsumResrch","  fact, short sellers, people who really make money in stocks, don't short the great companies, such as Johnson &; Johnson. They short stocks down from","O","short"
"351",351,2013,"SPOK","CBS: News Sunday Morning","  SERENA-ALTSCHUL# Two-month-old Harrison Karlan has been in and out of intensive care all of his short life. Born in kidney failure, he came here to get life-sustaining treatment.","T","short"
"352",352,2009,"FIC","FantasySciFi","  my hopes up. In three weeks I'd be able to go out in short sleeves. Next summer I'd go to the shore again, and swim and","S","short"
"353",353,2000,"MAG","WashMonth","percent in 1998. If government were a stock, everybody would be selling it short. # These trends in government service partly reflect the generational shift in attitudes toward","O","short"
"354",354,1994,"SPOK","Ind_Geraldo","  me. Ms-McCUMBER: I told you. Mr-BOBBITT: I knew her for a very short time and what we talked about was her... Ms-SMITH: You said you did","T","short"
"355",355,1990,"MAG","Newsweek","  get started on the preschool program the first year. BU fell about a million short. This year kindergarten will be extended to a full school day and a pilot","O","short"
"356",356,1990,"MAG","WashMonth","  up stairs. It makes for a fine workout, yet stairs are hardly in short supply across the land. # The results are more serious when the functions in","O","short"
"357",357,2003,"FIC","Bk:ServantsMap","  reclusive. We've met before; when I was a girl, still in short skirts with my hair in a braid, the aunts occasionally trotted me over to","S","short"
"358",358,2014,"MAG","People","# She was the leading lady of 21 Jump Street and in the acclaimed drama Short Term 12, but her role alongside Mark Wahlberg in The Gambler (out Christmas","F","short"
"359",359,2014,"SPOK","CNN: Anderson Cooper","  with Snowden's lawyers. Now he ruled out amnesty for Snowden. Then a short time later at another venue he added another condition. (BEGIN-VIDEO-CLIP) ERIC-HOLDER, -ATTOR# If","T","short"
"360",360,2009,"SPOK","NPR_TalkNation","  enough, and we'd try to meet halfway. Where do those programs fall short? Mr. OLSON: Well, I think that there are lots of efforts underway","O","short"
"361",361,2005,"MAG","Bicycling","  the bearings still feel like new after months of beating. I upgraded to the short spindles, making an already-great pedal even better (especially with wide Q-factor external-bearing cranks","S","short"
"362",362,2001,"MAG","Antiques","  Carpet Trade Review noted that "" the influence of Morris and Dresser had gone everywhere short of the Bannock region, "" and praised "" Dresser's own geranium leaf pattern","S","short"
"363",363,1997,"SPOK","PBS_Newshour","Typically, Whitcomb can expect insurance firms to reimburse her $64.50. That's $2.50 short of the $6.00 she needs just to break even. And it's similar for","O","short"
"364",364,1998,"MAG","SatEvenPost","  morning Blender, Nicole, and Jo were accompanying the caretaker as she walked the short distance from the house to the barn to feed the horses. Blender and Nicole","S","short"
"365",365,2005,"FIC","IowaRev","  on the shutting stile and a knocker on the muntin. A door, in short, that stands as hinged postulate of an inside and an outside, opposing states","T","short"
"366",366,2011,"MAG","SouthernLiv","c/o Southern Living, 2100 Lakeshore Drive, Birmingham, AL 35209 or slfoodedittimeinc.com. Short Order Gourmet Skip the biscuits, and serve Stovetop Chicken Pie over something a bit","U","short"
"367",367,2002,"FIC","Mov:JohnQ","  have coverage? DENISE No. I've only been working at the market a short time. You need to be there two years before you get benefits. Payne","T","short"
"368",368,2010,"FIC","Bk:EdgeApocalypse","  right turbojet belched smoke and flames. "" The electrical surge must have caused a short. "" "" Can you shut it down? "" "" Don't think so","O","short"
"369",369,2007,"FIC","NewEnglandRev","  age. He's light-complexioned and has a gentle sort of look. Sports a short beard... in a word, a handsome man with, one may expect,","S","short"
"370",370,1990,"MAG","USNWR","  display; Fingertip monitor. An infrared sensor slips over the finger, and a short cable runs to a wristwatch, PHOTOS BY DAVID HARPE STYLED BY MADELEINE HARRELL FOR","S","short"
"371",371,1994,"FIC","Bk:BodyFarm","  rear of my car and took out the taillight, too. The long and short of it is that after you left Green Top, somebody followed you and hit","T","short"
"372",372,2002,"FIC","HarpersMag","  of them had small rucksacks in their laps, the kind you'd use for short hikes into the mountains. It was amazing how much they looked alike. Like","B","short"
"373",373,2016,"FIC","Bk:TropicSerpents","  die? "" The question dropped like a cleaver onto the conversation, severing it short. I felt my cheeks burning: with anger, or with shame-likely both.","T","short"
"374",374,1991,"MAG","Compute","  . As with the hardware, prices are expected to drop, although in the short term, the hassle of connecting to a desktop machine may be worth it.","T","short"
"375",375,2017,"FIC","Bk:KillerGourmet","  a pair of wannabe gangbangers in their late teens-one tall and thin, the other short and squat. The tall one wore a distinctive black stocking cap with a red-and-white","S","short"
"376",376,2007,"FIC","FantasySciFi","  every bit as large as Mutano, searched me over efficiently, tossing away my short sword and dagger and fishing from my boot the favorite little dirk I had thought","S","short"
"377",377,1995,"MAG","AmericanCraft","  . So, all of the necessary forging processes have to occur in a very short amount of time. "" This meant learning how to maximize the versatility of tools","T","short"
"378",378,2009,"FIC","Bk:AlphaFemale","  -- this one sounded like it came from up near the Hoodoos -- transitioned to short, sharp barks. It turned Annie's thoughts to her devoted Lab. #","T","short"
"379",379,1997,"MAG","GoodHousekeeping","  had shed her coat and untied her scarf, and was now shaking out her short hair, which was a subtle mixture of gold and silver. She was tall","S","short"
"380",380,2014,"FIC","WestHumRev","  so the poor unfortunate needn't ever feel unresourceful or burdened by that dastard the short stick ever again. Sometimes I heard your hand aweeping of an evening, Goldie","O","short"
"381",381,1991,"MAG","Americas","del Sacramento, Uruguay. Bathed in the waters of the River Plate, a short distance from its meeting with the Atlantic Ocean, this cosmopolitan town of 24,000 residents","S","short"
"382",382,2010,"SPOK","PBS_NewsHour","switched on new centrifuges to provide the capacity for 20 percent enrichment. Thats well short of the 90 percent mark required for modern warheads, but it still defied international","O","short"
"383",383,2009,"SPOK","ABC_20/20","  probably wouldn't have worn this before, just because, you know, its short sleeves and stuff. But I really like it, and I love wearing stuff","S","short"
"384",384,2015,"FIC","LegalStudiesForum","  with body-wracking chills. During the lulls she thought very hard about cutting the trip short, going home to be with Tom. But finally the medicine and sedatives dampened","T","short"
"385",385,2012,"FIC","Bk:ThirdGraveDead","  . Instead I found glasses. Plates. Bowls. Okay. # He stopped short behind me. "" What are you looking for again? "" # I paused","T","short"
"386",386,2010,"SPOK","NBC_Matthews","  : Well, the answer -- yes. The answer is yes, in the short term. Because if they had not done the deal the Republicans can come back","T","short"
"387",387,2010,"FIC","Bk:Sleepwalkers","  the nipples already blackening. He noticed at once the dark hair was far too short... as if her head had been clean-shaven not long ago. What really got","S","short"
"388",388,2009,"FIC","Analog","  live! "" Twenty-one billion people experienced the joy of salvation. The euphoria was short lived. The casualty figures came in. One brave prospector, hundreds of crew","T","short"
"389",389,1993,"MAG","Compute","  but if you need a functional, friendly DOS word processor for writing letters, short documents, and notes, PC-Write is an excellent, inexpensive shareware choice. #","S","short"
"390",390,2017,"FIC","Bk:MiracleDrug","  moved toward the forward door, which had already been folded downward to form a short staircase. She grasped the wet handrail and descended the steps, which were already","S","short"
"391",391,2001,"FIC","Bk:RunningBlind","  from each other, side-on to him. The guy was medium-sized and sandy. Short sandy hair, fair mustache, light brown suit, brown shoes. The woman","S","short"
"392",392,2014,"FIC","Bk:SmokeAtDawnNovel","  . He thumped his boot heels into the wooden floor, turned, made the short march back the other way, waited for Bragg to complete some detail, jotting","B","short"
"393",393,2000,"FIC","Analog","  his allen expression completely unreadable. It was early afternoon, and the shadows were short and hard. The two men set off for their starship, walking in silence","S","short"
"394",394,2015,"SPOK","Fox: On The Record: Susteren","  . (BEGIN-VIDEO-CLIP) TRUMP# We're going to come out with some plans in a very short time. We're going to be building up our military. We're going","T","short"
"395",395,2000,"MAG","Cosmopolitan","  're bottom-heavy, pair a triangle top with boy shorts. * Chop your hair short and sexy. Think Hilary Swank: "" This season's short style has lots","F","short"
"396",396,1998,"MAG","Shape","  changed all that. Now the would-be runner plans to train for a series of short races and may just join Penny in a marathon one of these days. And","B","short"
"397",397,2016,"FIC","Bk:MagiciansDaughter","  a teenage girl looking like an escapee from a Japanese anime convention. She had short purple hair frozen into permanent windswept spikes above a polka-dot blouse, short plaid skirt","S","short"
"398",398,1990,"SPOK","CNN_King","  politics, because he doesn't go for the bomb, he goes for the short, sure passes, and he doesn't make many errors, and as a","B","short"
"399",399,1996,"SPOK","Ind_Geraldo","  wasn't born in no projects, but I lived in the projects for a short while. And when I moved in the projects, I said, Well,","T","short"
"400",400,2011,"SPOK","PBS_NewsHour","in power. His Justice and Development Party won 50 percent of the vote, short of the two-thirds majority needed for constitutional change. Last night, thousands of his","O","short"
"401",401,1992,"SPOK","NPR_Weekend","  , the gambling culture they're trying to promote. Cocktail waitresses at Foxwoods wear short -- extremely short Indian print shifts slit above the thigh -- sort of an adults-only","S","short"
"402",402,2000,"MAG","MotherJones","  temps. The results-a few hundred members enrolled in the first year -- have fallen short of expectations. "" I'm humbled by how difficult it is, "" Dean","O","short"
"403",403,2013,"SPOK","Fox: Media Buzz","  media universe with Twitter and Facebook and kind of things that are quickly understood in short burst terms. And it plays to somebody else's agenda. Conservatives who wanted","T","short"
"404",404,2007,"SPOK","NPR_TalkNation","  couple more questions for Daniel Tammet and Ami Klin after we come back from a short break. This is the TALK OF THE NATION from NPR News. (Soundbite-of-music) CONAN","T","short"
"405",405,2014,"MAG","GolfMag","  driver, and I took a last series of measurements. The results were nothing short of, well, powerful. # I NEEDED MORE HEIGHT! # "" A quick","O","short"
"406",406,2005,"SPOK","NPR_Saturday","  , and John Ford says, I reached for my rosary and I uttered a short fervent prayer. Not an original prayer, but one spoken in millions of American","T","short"
"407",407,2006,"FIC","Analog","  a bathroom and then, hearing sounds of human activity, he walked down a short corridor, found a door slightly ajar, knocked, and came into a kitchen","S","short"
"408",408,2016,"FIC","Bk:BellWeather","  . Tom yanked the reins and Bones made his turn. Then the horse stopped short and Tom left the saddle. He was thrown along the horse's neck and","B","short"
"409",409,2006,"MAG","USNWR","2002, the Livingston Street building was among the first to go. # In short order, Mayor Michael Bloomberg sold the building and moved school headquarters to the Tweed","T","short"
"410",410,2001,"FIC","Bk:LiarsGame","  a reddish complexion, built like a solid oak tree, goatee trimmed, hair short and texturized to make it look curly, dressed head to toe in Tommy Hilfiger","S","short"
"411",411,2006,"MAG","ScienceNews","brain reconstruction from a 3 1/2-foot-tall woman with dwarfism, a genetic condition that causes short stature but not an unusually small brain. On a measure of brain shape,","S","short"
"412",412,2001,"MAG","Fortune","Charles Kindleberger's Manias, Panics, and Crashes and John Kenneth Galbraith's A Short History of Financial Euphoria. And with the techstock boom of the late 1990s came","F","short"
"413",413,2008,"SPOK","CBS_Sixty","  be removed intact, bringing "" The Battle of Anghiari "" into the light. Short of that, even a remnant of the painting would count to many as a","T","short"
"414",414,1999,"MAG","GolfMag","  close. DISTANCE. JOHNSTONE: Same distance as my clubs. WILSON: Lower-flying short irons are a bit longer than mine. SKEAHAN: Very comparable to mine on","S","short"
"415",415,2012,"MAG","SouthernLiv","  a Russian Imperial stout) at The Hay Merchant (haymerchant. com) before short ribs with coconut jam, curry tapioca, and pickled carrots at Underbelly (underbellyhouston.com","F","short"
"416",416,2006,"SPOK","CBS_Morning","social work. But in college, he strayed into acting. In 1972, Short won a role in the Toronto state's production of the musical "" Godspell,","F","short"
"417",417,1994,"MAG","Astronomy","when the telescope was aimed below 45deg or so and only one step up a short ladder when the scope was aimed high in the sky. Starsplitters come with a","S","short"
"418",418,2015,"MAG","NatGeog","  So it's like you're packing a whole bunch of hits into a very short time. "" # Two weeks after exposure to the blast, the mice brains","T","short"
"419",419,2012,"MAG","Smithsonian","  Mormon heartland of Mexico began in a gloomy bar in Ciudad Jurez, just a short walk from the bridge over the Rio Grande and the US. border. # I","B","short"
"420",420,2017,"MAG","Business Insider","4197854 New state budget would stop short of' debt-free' college but takes smaller steps on college costs # Three months","O","short"
"421",421,2003,"FIC","Girls' Life","  , "" I told myself, "" maybe it's not always so bad being short. # The next day at lunch, I told Lindy and Claudia I had","S","short"
"422",422,2011,"MAG","Bicycling","  the crest, and, after a few gasped breaths, hunkered down for a short descent to Forgedale Road, feeling comfortable and confident thanks to the bike's stable","B","short"
"423",423,2007,"MAG","OrganicGarden",", and sweet. Source: 3 "" Violet de Galmi "" is a zesty short to intermediate day-length onion. Source: 2 "" Twinkle "" is a cute and","U","short"
"424",424,2017,"MAG","Nerdist","well for old Euron. 8. Cersei # Ruthless and cold, for a short while it looked like the lion queen may have been hardcore enough to truly rule","T","short"
"425",425,2003,"FIC","Extrapolation","  as an effective husband hunting ground. "" # "" To make a long story short, hunting is exactly the point. I am facing three gun wielding Arab hijackers","T","short"
"426",426,1995,"MAG","TodaysParent","Fairness gender-education pundits Myra and David Sadker pound away at their point -- girls get short shrift in school -- for 280 pages. "" Male students control classroom conversation.","O","short"
"427",427,2015,"FIC","FilmHistory","Well before entering the movies, though, he had been a successful writer of short stories, and from the 1890s authored considerable numbers of these for magazines like The","F","short"
"428",428,2017,"FIC","Bk:FourthHorseman","  a car? "" # "" Yes. But keep a very low profile. Short of sending a military escort - which would just make matters worse - you will","O","short"
"429",429,2016,"FIC","Triquarterly (Online)","  was not too big -- perfect. Then I saw, on the neighbors' short elm-shaded lawn, toys: a miniature football embedded in the grass, a Barbie","S","short"
"430",430,2010,"MAG","ScienceNews","  not clear how extensive the interbreeding was; the data are consistent with either a short period with a great deal of interbreeding or with a long period of little interbreeding","T","short"
"431",431,2012,"SPOK","NPR: Talk Of The Nation","  market that's much more efficient that way. So to make a long story short, the car business, it was caught in a political squeeze play, and","T","short"
"432",432,1991,"FIC","BkSF:TemptationsSt","  few of them together. It went on all night. Fortunately it was a short night. The three little moons went up, then down, and even while","T","short"
"433",433,1990,"FIC","Atlantic","  between herself and Claire, then hurried to close that distance. April was a short, muscular girl with a mannish stride. She was scowling in the hazy August","S","short"
"434",434,1996,"MAG","Skiing","  make when it's on edge. Skis with extremely deep sidecuts can carve very short turns. Skis with shallow sidecuts (i.e. conventional skis) have to be skidded","B","short"
"435",435,2005,"FIC","IowaRev","  your mirrored self: shiner, spiky new haircut, the shocked face of upheaval-in short, a sight. # He appears behind your image. Even now, in","T","short"
"436",436,2004,"FIC","Analog","  ached, there was a sour taste in his mouth, the bunk was too short, and there was not enough head room. He blinked and tried to organize","S","short"
"437",437,2013,"MAG","Essence","sure there's a little bit in me. "" # SEXIEST BREAKOUT STAR # Columbus Short # AGE: 30 HOMETOWN: KANSAS CITY, MO # If Scandal's Olivia","F","short"
"438",438,2015,"MAG","SatEvenPost",", there's a saying: The days are long, but the years are short. In neurosurgical training, the day usually began a little before 6 a.m.,","T","short"
"439",439,2005,"FIC","Commentary","  # Then, a few years later, I saw her name above an impressive short piece on the death of James T. Farrell. It had appeared in the Threepenny","F","short"
"440",440,2017,"SPOK","NBC: Dateline NBC",") ANDREA-CANNING- (vo# 31:51): He says the three of them had a short conversation. JASON-FLORES- (10# 31:54): And then he walked away. And","T","short"
"441",441,2007,"FIC","AntiochRev","  at the ticket window, and now that he was seated he could feel the short stack of tens and fives he "" d folded twice and shoved deep into his","S","short"
"442",442,2012,"SPOK","ABC: 20/20","  and to the doctors who so desperately tried to save their lives. Just a short while ago, we spoke with Dr. John Murphy. He is the CEO and","T","short"
"443",443,2011,"FIC","LiteraryRev","  brother of the more famous writer, whom I'll call Peter. From a short bio on an inside page of one of Peter's books, I was able","B","short"
"444",444,1991,"MAG","MotherEarth","  out an outline the full length and width of the wall with cord looped to short sticks. For a curved wall you may want to lay out a thick rope","S","short"
"445",445,2014,"FIC","Bk:KeepQuiet","  Yo, I'd be so lucky to be with this girl! She's short, but it works on her, you know? "" # "" Sure.","S","short"
"446",446,2007,"MAG","GoodHousekeeping","  blond hair. But as soon as Nathan admired it, she cut it as short as she could and dyed it a gloomy brown. She got a nose ring","S","short"
"447",447,2013,"MAG","PopMech","TEST DRIVES # Why all the capital letters? NISMO (henceforth 4135652) is short for Nissan Motorsports, the company' s racing and performance arm, responsible for","B","short"
"448",448,1994,"MAG","AmHeritage","  subsequent page in similar fashion before proceeding further. # It is possible to write short stories in this fashion, and Ellin consistently wrote the best mystery short stories of","F","short"
"449",449,2007,"MAG","OutdoorLife","made the ultimate sacrifice as a father and a husband. His journey was nothing short of superhuman -- he traveled nearly 10 miles in freezing temperatures with no food and","O","short"
"450",450,1990,"MAG","Money","points. # Is Garcia likely to stay No. 1? Perhaps not in the short run. For the first six months of this year, when pure high-tech stocks","T","short"
"451",451,1997,"SPOK","NPR_Morning","  best power hitter. So they have weaknesses in other areas, and in a short series, those weaknesses show up EDWARDS And the Orioles, what happened to them","T","short"
"452",452,2007,"MAG","Newsweek","  more comfortable. "" Obama has always been least comfortable in debates, which demand short, pointed (some would say glib) responses to complicated questions. Obama's","T","short"
"453",453,2004,"FIC","LiteraryRev","  . She is there, but then she quickly disappears. # # By Brendan Short #","F","short"
"454",454,1991,"MAG","NatlReview","  plays each season means that the run of a successful offering must sometimes be cut short to make way for the next production. Happily, this season several of the","T","short"
"455",455,1999,"MAG","TechReview","  "" easily the weakest link in the home audio system, "" says William R. Short, Bose fellow at Bose Corp. in Framingham, Mass., and co-inventor of","F","short"
"456",456,1992,"MAG","PsychToday","  personality dimensions, the team began with large sets of trait adjectives, then developed short questionnaire items that were more detailed and easier for people to understand. Based on","T","short"
"457",457,2016,"MAG","The Verge","  've seen several NATO members in the Baltics come under cyberattack, things that are short of war, clearly appear to be coming from Russia. # TRUMP: Well","O","short"
"458",458,2010,"MAG","USAToday","  ensuring a comfortable fit and cooling effect. The legware is a high-performance bib cycling short with a stretch Italian chamois pad for ultimate comfort. It is hand-sewn with overlooked","F","short"
"459",459,2004,"FIC","Analog","  his pistol drawn. The guard was about fifty years old, his hair cropped short. "" You're making a big mistake, "" Hammond said. "" Get","S","short"
"460",460,2000,"MAG","Backpacker","  're trapped in the nation's most crowded metropolis, backwoods relief is only a short hike down a Long Path. // SUMMER IN THE CITY, AND I'D","T","short"
"461",461,2005,"FIC","Bk:SavingFishFrom","  Neat bundles of paper lined the bottom, and I determined them to be a short history of the intended tenant of the coffin and the same man's unpublished poems","T","short"
"462",462,2011,"MAG","TechReview","  defeat the top two human Jeopardy! players of all time was fun in the short term. This demonstration of IBM's software, however, was a bad idea","T","short"
"463",463,1990,"SPOK","ABC_Nightline","  it no longer threatens us as well as our Arab neighbors. Clearly, everything short of war that can be done should be done, and I think that it","O","short"
"464",464,2001,"FIC","Mov:JaySilentBob","  you? There's not much you can do to stop that. Well, short of showing up at all their houses and beating the shit out of them,","O","short"
"465",465,2017,"MAG","The Verge","  of being targeted by an internet mob # I Know You From Somewhere, acomedic short film written and directed by Andrew Fitzgerald, is an authentic example of the internet","F","short"
"466",466,1993,"SPOK","NPR_Morning","  herself to be ambidextrous a few years ago, and Ferguson insists, in the short time he's worked with her, he's seen no weaknesses in her boxing","T","short"
"467",467,2011,"MAG","PopMech","  run on all cylinders if it's been misfiring. We quickly learned to use short, directed puffs of carb cleaner to localize the leak. Another option is to","T","short"
"468",468,2014,"MAG","MotherEarth","  rice and wheat. So what Shashidhar really needed was a rice plant with a short stem and long roots, and he set about to make one. He tracked","S","short"
"469",469,2003,"SPOK","CNN_LiveFrom","  to own a chihuahua in Japan. CNN's Rebecca MacKinnon has the long and short of it from Tokyo. (BEGIN VIDEOTAPE) REBECCA MACKINNON, CNN CORRESPONDENT (","T","short"
"470",470,2013,"FIC","Bk:BrideAllSeasons","  inches, he had a rugged square face, a neatly trimmed mustache, and short brown hair. He regarded her with eyes so blue and intense that for a","S","short"
"471",471,2004,"SPOK","NPR_Sunday","  , but it's good to keep the calendar in sync, even in the short run. HANSEN: Dr. Jim Lattis is director of the University of Wisconsin Space","T","short"
"472",472,1998,"MAG","PCWorld","  there on, these printers distinguish themselves in print quality, features, and documentation-in short, the things that make owning a printer worthwhile. CANON FIRE I STARTED MY","T","short"
"473",473,2005,"FIC","Bk:Defender","  few minutes from Harry's office to the seaside cafe, but even in that short time, wrestling their umbrellas against the muscular wind, they found their trouser legs","T","short"
"474",474,2015,"FIC","Bk:IcingOnCorpse","  podium now commandeered by Betty Meany, Frog Ledge's librarian. Betty was so short you could barely tell she stood two steps above the crowd. But the tangerine-colored","S","short"
"475",475,2014,"MAG","GolfMag","  of use. # Transitional hybrids bridge the gap between hybrid long irons and cavity-back short irons. # Each head has a slot along the sole to allow the face","S","short"
